Name,Email,Phone Number,Combined Address,Address, City, State,Zip,Website,GPS Coordinates,Par / Yards,Price Range /season,Twitter,Facebook
Glenwild GC,*no email listed for golf,(435) 615-9966,"
7600 Glenwild Drive Park City, UT","
7600 Glenwild Drive ",Park City, UT,84098,http://www.glenwild.com/privategolfcourse/privategolfclub/,,"Par - 71 // 7,541 yards",,@GlenwildGolf,https://www.facebook.com/pages/Glenwild-Golf-Club-Spa/215463418481422
Gold Canyon Golf Resort (Dinosaur Mountain),"(Carlo Karim, Managing Partner)   carlok@gcgr.com",480-982-9090,"6100 S Kings Ranch Rd, Gold Canyon, AZ",6100 S Kings Ranch Rd, Gold Canyon, AZ,85118,http://www.gcgr.com/-dinosaur-mountain,,,,widget brings you to home page,https://www.facebook.com/GoldCanyonRVResort
Gold Mountain (Olympic),info@goldmt.com,(360) 415-5432,"7263 W Belfair Valley Rd, Bremerton, WA ",7263 W Belfair Valley Rd, Bremerton, WA ,98310,"
http://www.goldmountaingolf.com/-home",,,,@GoldMtGolf,https://www.facebook.com/goldmountaingolf
Golden Eagle GC at Tides Inn,golf@tidesinn.com,800.843.3746,"364 Clubhouse Rd, Irvington, VA ",364 Clubhouse Rd, Irvington, VA ,22480,http://www.tidesinn.com/golden-eagle-golf/,,,,no account,https://www.facebook.com/tidesinnvirginia
Golden Horseshoe (Gold),(Media contact) bbrown@cwf.org,(757) 220-7696,Williamsburg,,Williamsburg,,23185,http://www.colonialwilliamsburg.com/do/wellness-and-recreation/golf/golf-courses/gold-course/,,,,@colonialwmsburg,https://www.facebook.com/ColonialWilliamsburg
Golden Valley Golf & CC,info@gvgcc.com,(763) 732-4100,"7001 Golden Valley Rd, Golden Valley, MN",7001 Golden Valley Rd, Golden Valley, MN,55427,http://www.gvgcc.com/,,?,?,@GVGCC,https://www.facebook.com/GoldenValleyCountryClub
Golf Club at Cuscowilla,"*no email, contact form",(706) 484-0050,"126 Cuscowilla Dr, Eatonton, GA",126 Cuscowilla Dr, Eatonton, GA,31024,"
http://www.cuscowilla.com",,,,@Cuscowilla,https://www.facebook.com/pages/Cuscowilla-Lake-Resort-and-Golf-Club-On-Lake-Occone/266027783407638
Golf Club at Dove Mountain (Saguaro /Tortolita),"(Michael Rushing, General Manager) mrushing@gcdovemtn.com",888-603-7600,"Marana, AZ",,Marana, AZ,85658,http://www.thegolfclubatdovemountain.com,,not listed on site,not listed on site,@DoveMountain,https://www.facebook.com/TheGolfClubAtDoveMountain?ref=br_tf
Golf Club at Red Rock,"(Jason Young, Golf pro) Jasonyoung@pga.com",(605) 718-4710,Rapid City,,Rapid City,,57702,http://www.golfclubatredrock.com,,,,not listed on site,not listed on site
Golf Club of Estrella,"*no email listed, contact form","(623) 386-2600

","11800 S Golf Club Dr, Goodyear, AZ",11800 S Golf Club Dr, Goodyear, AZ,85338,"
http://www.estrellagolf.com/index.php",,,,no account,https://www.facebook.com/estrellagolf
Golf Club of Tennessee,"(Robby Watson, GM) RobbyWatson@TheGolfClubofTN.com",615-952-2025,"1000 Golf Club Drive Kingston Springs, TN",1000 Golf Club Drive ,Kingston Springs, TN,37082,http://www.thegolfcluboftn.com,,,,@TheGolfClubofTN,https://www.facebook.com/pages/The-Golf-Club-of-TN/388255463408
Gozzer Ranch GC,sales@gozzerranchclub.com,(208) 665-6600,"5945 S Buckrail Rd, Harrison, ID ",5945 S Buckrail Rd, Harrison, ID ,83833,http://gozzerranchclub.com,,,,@GozzerRanchGolf,no actual page
Grand Bear,*no email listed,(228) 539-7806,"12040 Grand Way Blvd, Saucier, MS",12040 Grand Way Blvd, Saucier, MS,39574,http://www.harrahs.com/golf/GrandBear/,,,,@GrandBearGolf,https://www.facebook.com/GrandBearGolfCourse
Grand Cypress (New),teetimes@grandcypress.com,Tee Times: (407)239-1909; Pro Shop: (407)239-3620,"One North Jacaranda, Orlando, FL",One North Jacaranda, Orlando, FL,32836,http://www.grandcypress.com,,"5,314 - 6,851 yards Par 72",$150 (January - April); $99 (May 1 - September 30); $125 (October 1 - December 31),@Grand_Cypress,https://www.facebook.com/grandcypressgolf
Grand Cypress (North /South),teetimes@grandcypress.com,Tee Times: (407)239-1909; Pro Shop: (407)239-3620,"One North Jacaranda, Orlando, FL",One North Jacaranda, Orlando, FL,32836,http://www.grandcypress.com/golf_club/orlando_golf_courses/,,"5,204 - 7,136 yards Par 72",$150 (January - April); $99 (May 1 - September 30); $125 (October 1 - December 31),@Grand_Cypress,https://www.facebook.com/grandcypressgolf
Grand National (Lake),grandnational@rtjgolf.com,334-749-9042,"3000 Robert Trent Jones Trail, Opelika, AL",3000 Robert Trent Jones Trail, Opelika, AL,36801,http://www.rtjgolf.com/grandnational/,,,starts at $65,@RTJGolf,https://www.facebook.com/rossbridgeresort
Grand National (Links),grandnational@rtjgolf.com,334-749-9042,"3000 Robert Trent Jones Trail, Opelika, AL",3000 Robert Trent Jones Trail, Opelika, AL,36801,http://www.rtjgolf.com/grandnational/,,,starts at $65,@RTJGolf,https://www.facebook.com/rossbridgeresort
Grandfather G&CC,no email listed; contact form available,(828) 898-4531,"2120 N Carolina 105, Linville, NC",2120 N Carolina 105, Linville, NC,28646,http://www.grandfatherclubnc.com,,,,no account,no actual page
Great River,*no email listed,(203) 876-8051,"130 Coram Ln, Milford, CT",130 Coram Ln, Milford, CT,06461,http://greatrivergolfclub.com,,,,@GreatRiver_Golf,https://www.facebook.com/pages/Great-River-Golf-Club/121352764556341
Greenville CC (Chanticleer),,,"Greenville, SC",,Greenville, SC,,,,,,,
Greyhawk (Raptor),"(Joe Shershenovich, Director of Golf) dog@grayhawkgolf.com",480.502.1800,"8620 E Thompson Peak Pkwy, Scottsdale, AZ",8620 E Thompson Peak Pkwy, Scottsdale, AZ,85255,http://grayhawkgolf.com/golf/raptor-course/,,,,@GrayhawkGolf,https://www.facebook.com/GrayhawkGolfClub
Greyhawk (Talon),"(Joe Shershenovich, Director of Golf) dog@grayhawkgolf.com",480.502.1800,"8620 E Thompson Peak Pkwy, Scottsdale, AZ",8620 E Thompson Peak Pkwy, Scottsdale, AZ,85255,http://grayhawkgolf.com/golf/talon-course/,,,,@GrayhawkGolf,https://www.facebook.com/GrayhawkGolfClub
Greystone,information@baltimoregolfing.com,(410) 887-1945,"2115 White Hall Rd, White Hall, MD",2115 White Hall Rd, White Hall, MD,21161,http://www.baltimoregolfing.com/-greystone,,,,not listed on site,https://www.facebook.com/BaltimoreCountyGolf
Greywalls at Marquette GC,"(Craig Moore, Grounds Superintendent) craig.moore@marquettegolfclub.com",906-225-0721,"1075 Grove St., Marquette, MI",1075 Grove St., Marquette, MI,49855,http://www.marquettegolfclub.com,,,,@MarquetteGolf,https://www.facebook.com/pages/Marquette-Golf-Club/197841070236990
Grove Park Inn,"(Tracey Johnston-Crum, media contact) tracey.johnston@omnihotels.com",(828) 252-2711,"290 Macon Ave, Asheville, NC",290 Macon Ave, Asheville, NC,28804,http://www.groveparkinn.com,,,,not listed on site,not listed on site
Gulph MIlls GC,,(610) 828-0717,"200 Swedeland Rd, Conshohocken, PA",200 Swedeland Rd, Conshohocken, PA,19428,,,,,,
Hamilton Farm,,(908) 901-4000,"1040 Pottersville Rd, Gladstone, NJ ",1040 Pottersville Rd, Gladstone, NJ ,07934,http://www.hamiltonfarmgolfclub.com,,,,,
Harbor Club,"(Brandon Matney, General Manager) bmatney@harborclub.com",(800) 505-4653,"
1111 Polo Circle, Suite 102, Greensboro, GA","
1111 Polo Circle, Suite 102", Greensboro, GA,30642,http://www.harborclub.com,,,,@theharborclub,https://www.facebook.com/HarborHills
Harborside International (Starboard),"(Dean Lytton, General Manager) dlytton@kempersports.com",(312) 782-7837,Chicago,,Chicago,IL,60617,http://www.harborsideinternational.com,,,,no account,https://www.facebook.com/HarborsideInternationalGolfCenter
Harbour Town GL,"*no email listed, contact form for future guests",(843) 363-8385,"11 Lighthouse Ln, Hilton Head Island, SC ",11 Lighthouse Ln, Hilton Head Island, SC ,29928,https://www.seapines.com/golf/harbour-town-golf-links.aspx,,,,not listed on site,https://www.facebook.com/seapinesresort
Harrison Hills,proshop@harrisonhills.com,765-762-1135,"413 East New Street, Attica, IN",413 East New Street, Attica, IN,47918,https://www.harrisonhills.com,,,,@HarrisonhillsCC,https://www.facebook.com/pages/Harrison-Hills/103995479646436
Hart Ranch GC,golf@hartranch.com,(605) 341-5703,"23645 Clubhouse Drive, Rapid City, SD ",23645 Clubhouse Drive, Rapid City, SD ,57702,https://www.hartranch.com,,,,not listed on site,https://www.facebook.com/HartRanchGolfCourse
Harvester,toddmpetersen@yahoo.com,(641) 227-4653,"833 Foster Dr, Rhodes, IA",833 Foster Dr, Rhodes, IA,50234,http://www.harvestergolf.com,,,,@TheHarvesterGC,https://www.facebook.com/pages/The-Harvester-Golf-Club/129473703770495?rf=162858620438097
Hawk Hollow (Eagle Eye),*no email listed,(517) 641-4570,Bath,,Bath,,48808,http://www.hawkhollow.com/eagle_eye_about.php,,,,@Hawkhollowgolf,https://www.facebook.com/pages/Eagle-Eye-and-Hawk-Hollow-Golf/194080646363
Hawk's Ridge,,,"Ball Ground, GA",,Ball Ground, GA,,,,,,,
Hawktree,"*no listed email, contact form (asks for address)",(701) 355-0995,"3400 Burnt Creek Loop, Bismarck, ND",3400 Burnt Creek Loop, Bismarck, ND,58503,http://www.hawktree.com/homepage/start_page.php,,,,not listed on site,not listed on site
Hawthorne Valley CC,bzeman@hawthornevalleycc.com,(440) 232-1400,"27840 Aurora Rd., Solon, OH",27840 Aurora Rd., Solon, OH,44139,http://www.hawthornevalleycc.com,,,,twitter link takes you to home page,https://www.facebook.com/pages/Hawthorne-Valley-Golf-Club/186580954723175
Haymaker,golf@haymakergolf.com,(970) 870-1846,"34855 U.S. 40, Steamboat Spgs, CO",34855 U.S. 40, Steamboat Spgs, CO,80487,https://www.haymakergolf.com,,,,@HaymakerGC,https://www.facebook.com/pages/Haymaker-Golf-Course/243377006309
Hazeltine National GC,*no email listed,(952) 556-5400,"1900 Hazeltine Blvd, Chaska, MN",1900 Hazeltine Blvd, Chaska, MN,55318,http://hazeltinenational.com,,,,@HazeltineNatlGC,https://www.facebook.com/HazeltineNationalGolfClub
Heritage Hill,"(Michael McDade, Director of Golf Operations) 
michael@hhgolfclub.com",(502) 531-0606,"1050 Valley View Dr, Shepherdsville, KY",1050 Valley View Dr, Shepherdsville, KY,40165,http://www.hhgolfclub.com,,,,@HHGolfResort,https://www.facebook.com/heritagehillsgolfclub
Hermitage (President's Reserve),*no email listed; contact form available,(615) 847-4001,"3939 Old Hickory Blvd, Old Hickory, TN ",3939 Old Hickory Blvd, Old Hickory, TN ,37138,http://hermitagegolf.com,,,,@HermitageGolf,https://www.facebook.com/HermitageGolfCourse
Heron Point by Pete Dye,*no email listed - used contact form for resort,1-866-561-8802,Hilton Head Island,,Hilton Head Island,SC,29928,https://www.seapines.com/golf/heron-point-by-pete-dye.aspx,,,,not listed on site,https://www.facebook.com/seapinesresort
Hershey CC (West),"(Ned Graff, General Manager and Director of Golf) ngraff@HersheyPA.com",717-533-2360,"1000 E Derry Rd, Hershey, PA ",1000 E Derry Rd, Hershey, PA ,17033,http://www.hersheycountryclub.com/golf/index.php,,,,no account,https://www.facebook.com/HersheyCountryClub
Hidden Creek GC,"(Lori Burke, general manager) lburke@hiddencreekclub.com",(609) 909-2990,"75 Asbury Rd, Egg Harbor Twp, NJ",75 Asbury Rd, Egg Harbor Twp, NJ,08234,http://www.hiddencreekclub.com,,,,@HiddenCreekGC,https://www.facebook.com/pages/Hidden-Creek-Golf-Club/123988830988586
"Hidden River Golf, Casting Club","(Jerry Roman, Golf Professional) jroman@boyne.com",(231) 529-4653,"7688 Maple River Rd, Brutus, MI",7688 Maple River Rd, Brutus, MI,49716,http://www.hiddenriver.com/-home,,,,no account,https://www.facebook.com/hiddenrivergolf
Hideout GC,"*no email listed, contact form (asks for phone number)",(435) 587-2200,"549 South Main Street, Monticello, Ut",549 South Main Street, Monticello, Ut,84535,http://www.hideoutgolf.com,,"Par 72, 6654-4895 yards",$42,no account,https://www.facebook.com/pages/The-Hideout-Golf-Club/299224370158315
Highland Course at Primland,golf@primland.com,(276) 222-3800,"2000 Busted Rock Rd, Meadows of Dan, VA ",2000 Busted Rock Rd, Meadows of Dan, VA ,24120,http://primland.com,,,,@primland,https://www.facebook.com/Primland
Highlands of Elgin,vogt_j@cityofelgin.org,(847) 931-5950,"875 Sports Way, Elgin, IL",875 Sports Way, Elgin, IL,60123,http://highlandsofelgin.com,,,,not listed on site,https://www.facebook.com/thehighlandsofelgin
Hillcrest GCC,hillcrestoffice@hillcrestyankton.com,(605) 665-4522," 2206 Mulberry St, Yankton, SD", 2206 Mulberry St, Yankton, SD,57078,http://www.hillcrestyankton.com,,,,@GolfHillcrest,https://www.facebook.com/Hillcrestgcc
Hollywood GC,info@hollywoodgolfclub.org,(732) 531-0900,"510 Roseld Ave, Deal, NJ ",510 Roseld Ave, Deal, NJ ,07723,http://www.hollywoodgolfclub.org/,,,,,
Holston Hills CC,"(Chris Dibble, head golf professional) cdibble@holstonhills.com",(865) 523-4119,"5200 Holston Hills Rd, Knoxville, TN",5200 Holston Hills Rd, Knoxville, TN,37914,http://www.holstonhills.com,,,,no account,https://www.facebook.com/holstonhills
Homestead Resort (Cascades),"(Laura Lopez, media contact) laura@hawkpr.com",(800) 838-1766,"1766 Homestead Dr, Hot Springs, VA ",1766 Homestead Dr, Hot Springs, VA ,24445,http://www.thehomestead.com/golf,,,,@OmniHomestead,https://www.facebook.com/OmniHomesteadResort
Honors Course,admin@honorscourse.net,423.238.4272,"9603 Lee Highway, Ooltewah, TN",9603 Lee Highway, Ooltewah, TN,37422,http://www.honorscourse.net/,,,,no account,no actual page
Hot Springs CC (Arlington),*no email listed,(501) 623-4981,"101 Country Club Dr, Hot Springs, AR",101 Country Club Dr, Hot Springs, AR,71901,http://www.hotspringscc.com/jclub/website.home,,,,@HotSpringsCVB,not listed on site
Hot Springs CC (Park),*no email listed,(501) 623-4981,"101 Country Club Dr, Hot Springs, AR",101 Country Club Dr, Hot Springs, AR,71901,http://www.hotspringscc.com/jclub/website.home,,,,@HotSpringsCVB,no real page
Hualalai GC (Emerald),,,Kona,,Kona,HI,,,,,,,
Hudson National,no email listed,914-271-7600,"40 Arrowcrest Dr - Croton on Hudson, NY",40 Arrowcrest Dr ,Croton on Hudson, NY,10520,http://www.hudsonnational.org/,,,,no account,no actual page
Huntingdon Valley CC,jstatton@hvccpa.org,(215) 657-1610,"2295 Country Club Dr, Huntingdon Valley, PA",2295 Country Club Dr, Huntingdon Valley, PA,19006,http://www.hvccpa.org,,,,no account,https://www.facebook.com/pages/Huntingdon-Valley-Country-Club-Huntingdon-Valley-Pa/171528342880465
Huntsman Springs,nfo@huntsmansprings.com,(208) 354-9660,"501 Huntsman Springs Dr, Driggs, ID",501 Huntsman Springs Dr, Driggs, ID,83422,www.huntsmansprings.com/,,,,@HuntsmanSpring1,https://www.facebook.com/HuntsmanSprings
Hyannisport Club,,,"2 Irving Ave, Hyannis Port, MA",2 Irving Ave, Hyannis Port, MA,02647,http://www.hyannisportclub.com,,,,,
Hyatt Chesapeake Bay (River Marsh),?,(410) 901-1234,"100 Heron Blvd, Cambridge, MD",100 Heron Blvd, Cambridge, MD,21613,http://www.chesapeakebay.hyatt.com/en/hotel/golf.html,,,,@HyattChesapeake,https://www.facebook.com/HyattRegencyChesapeakeBay
Idle Hour CC,julie@idlehour.cc,(859) 266-1121,"1815 Richmond Road, Lexington, Kentucky ",1815 Richmond Road, Lexington,KY,40502,https://www.idlehourky.com,,?,?,no account,no page found
Incline Village (Championship),"*no email listed, contact form",(775) 832 1143,"955 Fairway Blvd, Incline Village, NV 89451",955 Fairway Blvd, Incline Village, NV,89451,http://www.golfincline.com,,,,@Golf_Incline,https://www.facebook.com/inclinevillagegolf
Independence GC,"(Clif Denney, Director of Operations) cdenney@independencegolfclub.com",(804) 594-0261,"
600 Founders Bridge Blvd, Midlothian, VA","
600 Founders Bridge Blvd", Midlothian, VA,23113,http://www.independencegolfclub.com/-golf,,,,@IndependenceGC,https://www.facebook.com/pages/Independence-Golf-Club/111974981078
Indian Creek CC,,,"Miami Beach, FL",,Miami Beach, FL,,,,,,,
Indian Wells Golf Resort (Players),"(Steven Rosen, General Manager) srosen@iwgr.com",(760) 346 4653,Indian Wells,,Indian Wells,,92210,http://www.indianwellsgolfresort.com/index.php,,,,not listed on site,https://www.facebook.com/IndianWellsGolfResort
Indianwood CC (Old),,(248) 693-2598,"1081 Indianwood Rd, Orion Township, MI ",1081 Indianwood Rd, Orion Township, MI ,48361,http://www.indianwoodgolfandcountryclub.com,,,,,
Inn of the Mountain Gods,"*no email listed, contact form",(800) 545-9011,"287 Carrizo Canyon Rd, Mescalero, NM",287 Carrizo Canyon Rd, Mescalero, NM,88340,http://innofthemountaingods.com,,,,link takes you to home page,https://www.facebook.com/innofthemountaingods
Innisbrook (Copperhead),"*no email listed, contact form for guests","727-942-2000
","36750 Us Highway 19 N, Palm Harbor, FL",36750 Us Highway 19 N, Palm Harbor, FL,34683,http://www.innisbrookgolfresort.com,,,,@Innisbrook,https://www.facebook.com/innisbrook
Interlachen CC,info@interlachencc.org,(952) 929-1661,"6200 Interlachen Blvd, Minneapolis, MN ",6200 Interlachen Blvd, Minneapolis, MN ,55436,https://www.interlachencc.org,,,,@InterlachenClub,no actual page
Inverness Club,"(Derek Brody, PGA golf professional) dbrody@invernessclub.com",(419) 578-9000,"4601 Dorr St, Toledo, OH",4601 Dorr St, Toledo, OH,43615,http://www.invernessclub.com,,,,@INVERNESS_GOLF,no actual page
"Jackson Hole Golf, Tennis Club","(Matt Souther, media contact) msouther@gtlc.com",307-733-7787,Jackson Hole,,Jackson Hole,,83001,http://www.jhgtc.com,,,,no account,https://www.facebook.com/jacksonholegolfandtennisclub
Jay Peak,info@jaypeakresort.com,(802) 988-2611,"830 Jay Peak Rd, Jay, VT",830 Jay Peak Rd, Jay, VT,05859,http://www.jaypeakresort.com,,,,@jaypeakresort,https://www.facebook.com/JayPeakFan
Jewel GC,"*no email listed, contact form",651-345-2672,Lake City,,Lake City,,55041,"
http://jewelgolfclub.com",,,,@JewelGolfClub,https://www.facebook.com/jewelgolfclub
Jimmie Austin GC at the University of Oklahoma,jaougc@ou.edu,(405) 325-6716,"1 Par Dr, Norman, OK",1 Par Dr, Norman, OK,73019,"
http://www.ougolfclub.com",,,,@OUGolfClub,https://www.facebook.com/pages/Jimmie-Austin-OU-Golf-Club/179023566758
John's Island West,(Susan Hoover) hoover@johnsislandclub.org,(772) 231-1700,"3 John's Island Drive, Vero Beach, FL ",3 John's Island Drive, Vero Beach, FL ,32963,http://www.johnsislandclub.org,,,,no account,https://www.facebook.com/JohnsIslandClub
Journey at Pechanga,"(Ciara Green, Public Relations Manager) cigreen@pechanga.com",(951) 770-4653,"45000 Pechanga Pkwy, Temecula, CA",45000 Pechanga Pkwy, Temecula, CA,92592,https://www.pechanga.com/golf/,,,$49-$139,no account,https://www.facebook.com/journeyatpechanga?ref=br_tf
Juliette Falls GC,"(Travis Daniels, Head Golf Professional) travis@juliettefalls.com",352-522-0309,"
6933 SW 179th Ave Road Dunnellon, FLÂ ","
6933 SW 179th Ave Road",Dunnellon, FLÂ ,34432,http://www.juliettefalls.com,,,,@juliette_falls,https://www.facebook.com/juliettefalls
Jupiter Hills Club (Hills),*no email listed,(561) 746-5228,"11800 SE Hill Club Terrace, Tequesta, FL",11800 SE Hill Club Terrace, Tequesta, FL,33469,http://www.jupiterhillsclub.org,,,,no account,no actual page
Kahili GC,info@kahiligolf.com,(808) 242-4653,Wailuku,,Wailuku,HI,96793,http://www.kahiligolf.com,,,,no account,https://www.facebook.com/pages/Kahili-Golf-Course-Restaurant/233223426728739
Kankakee Elks Club,*no email listed,(815) 937-1228,Saint Anne,,Saint Anne,,60964,http://www.elksgolf627.com,,,,no account,https://www.facebook.com/K3ElksCC?ref=br_tf
Kansas City CC,info@kccc.com,(913) 362-8100,"6200 Indian Ln, Mission Hills, KS",6200 Indian Ln, Mission Hills, KS,66208,http://www.kccc.com/,,?,?,no account,https://www.facebook.com/pages/Flint-Hills-Golf-Course/370502609382
Kapalua (Plantation),,(877) 527-2582,Maui,,Maui,HI,,http://kapalua.com/golf/plantation-course,,,,widget brings you to home page,https://www.facebook.com/KapaluaGolf
Karsten Creek GC,"(Rob Land, Head Golf Professional) robland@karstencreek.com",(405) 743-1658,"1800 S Memorial Dr, Stillwater, OK",1800 S Memorial Dr, Stillwater, OK,74074,http://www.karstencreek.com,,,,@KarstenCreek,
Kauai Lagoons GC,Kathy.Richards@kauailagoonsgolf.com,(808) 241-6000,"3351 Ho'Olaulea Way, Kauai, HI ",3351 Ho'Olaulea Way, Kauai, HI ,96766,http://www.marriott.com/golf-hotels/lihkn-marriotts-kauai-lagoons-kalanipuu/kauai-lagoons-golf-club/5238786/home-page.mi,,,,no account,https://www.facebook.com/pages/Kauai-Lagoons-Golf-Club/115939681813316
Kearney Hill Golf Links,?,(859) 253-1981,"3403 Kearney Rd, Lexington, KY",3403 Kearney Rd, Lexington, KY,40511,?,,,,no account,https://www.facebook.com/pages/Kearney-Hill-Golf-Links/238759756197497
"Kebo Valley
",(Kebo's PGA professional) KeboPro@kebovalleyclub.com,(207) 288-3000,"136 Eagle Lake Rd, Bar Harbor, ME",136 Eagle Lake Rd, Bar Harbor, ME,04609,http://www.kebovalleyclub.com,,,,no account,https://www.facebook.com/pages/Kebo-Valley-Golf-Club/51433714626
Kiawah (Cassique),"Says reservations, but notes ""for general questions"" reservations@kiawahresort.com",(800) 654-2924,"1 Sanctuary Beach Dr, Kiawah Island, SC ",1 Sanctuary Beach Dr, Kiawah Island, SC ,29455,http://www.kiawahisland.com/island/clubs/island-club/,,,,@kiawahresort,https://www.facebook.com/KiawahResort
Kinderlou Forest GC,(Bill Robinson - brobinson@kinderlou.com),(229) 219-2300,"4005 Bear Lake Rd, Valdosta, GA ",4005 Bear Lake Rd, Valdosta, GA ,31601,http://www.kinderlou.com,,,,,
King Kamehameha GC,,,Maui,,Maui,HI,,,,,,,
Kingsley Club,"(Justin Mack, head golf professional) 
jmack@kingsleyclub.com",(231) 263-3000,"600 Niblick Trl, Kingsley, MI",600 Niblick Trl, Kingsley, MI,49649,http://www.kingsleyclub.com,,,,,
Kinloch Golf Club,"(Phil Owenby, director of PGA operation) powenby@kinlochgolfclub.com",804-784-8000,"100 Kinloch Lane, Manakin-Sabot, VA ",100 Kinloch Lane, Manakin-Sabot, VA ,23103,http://kinlochgolfclub.com,,,,no account,no actual page
Kirtland CC,info@kirtlandcc.org,(440) 942-4400,"39438 Kirtland Road Willoughby, OH",39438 Kirtland Road,Willoughby, OH,44094,https://www.kirtlandcc.org,,,,no account,https://www.facebook.com/pages/Kirtland-Country-Club/126023360760058
Kittansett Club,*no email listed,(508) 748-0148,"11 Point Rd, Marion, MA",11 Point Rd, Marion, MA,02738,http://www.kittansett.org,,,,,
Kiva Dunes,(Media contact) media@honoursgolf.com,251-540-7100," 815 Plantation Rd,Gulf Shores, Alabama", 815 Plantation Rd,Gulf Shores, AL,36542,kivadunes.com,,Par - 64 // 5849,$69-$89 until 7/31/14,@KivaDunesAl,https://www.facebook.com/KivaDunes
Knickerbocker CC,info@knickerbocker.cc,(201) 568-1460,"188 Knickerbocker Rd, Tenafly, NJ",188 Knickerbocker Rd, Tenafly, NJ,07670,http://www.knickerbocker.cc,,,,,
Ko'olau,General Manager - koolaugm@americangolf.com,808-236-4653,"45-550 Kionaole Rd, HI ",45-550 Kionaole Rd,, HI ,96744,http://www.koolaugolfclub.com,,,,@koolaugc,https://www.facebook.com/koolaugc
Kukio Golf & Beach Club,,(808) 325-4040,"87 Mile Marker Queen Kaahumanu Hwy, Kailua-Kona, HI",87 Mile Marker Queen Kaahumanu Hwy, Kailua-Kona, HI,96740,http://www.kukio.com,,,,,
Kukuiula,,,"Poipu, Hawaii",,Poipu,HI,,,,,,,
La Cantera Resort (Palmer),"*no email listed, contact form",(210) 558-2365,"17865 Babcock Rd, San Antonio, TX",17865 Babcock Rd, San Antonio, TX,78255,"
http://www.lacanteragolfclub.com/index.php",,,,@LaCanteraResort,https://www.facebook.com/LaCanteraResort
"La Costa Resort, Spa (Champions)","(Laura Millett, Media Contact) lmillett@murphyobrien.com",(800) 854-5000,"2100 Costa Del Mar Rd, Carlsbad, CA",2100 Costa Del Mar Rd, Carlsbad, CA,92009,http://www.lacosta.com,,,,@OmniLaCosta,https://www.facebook.com/OmniLaCostaResort
La Paloma GC (Ridge /Canyon),*no listed email,"
520-742-6100","3660 E Sunrise Dr, Tucson, AZ",3660 E Sunrise Dr, Tucson, AZ,85718,"
http://www.lapalomacc.com/index.php
",,,,no account,https://www.facebook.com/LaPalomaCountryClub
Lahontan GC,membership@lahontangolf.com,(530) 550-2400,"12700 Lodgetrail Dr, Truckee, CA",12700 Lodgetrail Dr, Truckee, CA,96161,http://www.lahontangolf.com,,,,no account,no actual page
Lake Las Vegas (SouthShore),,,"Henderson, NV",,Henderson, NV,,,,,,,
Lake of Isles (North),lais-concierge@troongolf.com,(888) 475-3746,"1 Clubhouse Dr, North Stonington, CT",1 Clubhouse Dr, North Stonington, CT,06359,http://www.lakeofisles.com/index.php,,,,@LakeofIsles,widget on page disabled; takes you to home page
Lake Presidential GC,"*no email listed, contact form (asks for phone number)",(301) 627-8577,"3151 Presidential Golf Club Dr, Upper Marlboro, MD",3151 Presidential Golf Club Dr, Upper Marlboro, MD,20774,"
http://www.lakepresidential.com",,,,no account,https://www.facebook.com/LakePresidential
Lakewood Shores Resort (Gailes),info@lakewoodshores.com,(989) 739-2073,"7751 Cedar Lake Rd, Oscoda, MI ",7751 Cedar Lake Rd, Oscoda, MI ,48750,"
http://www.lakewoodshores.com",,,,no account,https://www.facebook.com/pages/Lakewood-Shores-Resort/323696564166
Lakota Canyon,info@lakotacanyonranch.com,970-984-9700,"1000 Clubhouse Dr, New Castle, CO",1000 Clubhouse Dr, New Castle, CO,81647,http://lakotacanyonranch.com,,,,not listed on site,https://www.facebook.com/LakotaCanyonRanch
Lancaster CC,"(Andrea Giffing, clubhouse manager) awolpert@lancastercc.com",(717) 393-3886,"1466 New Holland Pike, Lancaster, PA",1466 New Holland Pike, Lancaster, PA,17601,http://www.lancastercc.com,,,,@LancasterCC1,https://www.facebook.com/LancasterCountryClubRestaurant
Lassing Pointe,*no email listed,859-384-2266,"2266 Double Eagle Dr, Union, KY",2266 Double Eagle Dr, Union, KY,41091,http://www.boonecountygolf.com,,,,no account,no actual page
Laughlin Ranch,(Golf Shop) todd@laughlinranch.com,(928) 754-1243,"1360 William Hardy Dr, Bullhead City, AZ",1360 William Hardy Dr, Bullhead City, AZ,86429,http://laughlinranch.com/,,,$65-$95,@LaughlinRanch,https://www.facebook.com/laughlinranch
Laurel Hill,Kirk.Mason@fairfaxcounty.gov,703-493-8849,"8701 Laurel Crest Dr, Lorton, VA",8701 Laurel Crest Dr, Lorton, VA,22079,http://www.fairfaxcounty.gov/parks/golf/lhgc/,,,,@LaurelHillGolf,https://www.facebook.com/pages/Laurel-Hill-Golf-Club/166577206701362
Laurel Valley GC,,(724) 238-9555,"175 Palmer Dr, Ligonier, PA",175 Palmer Dr, Ligonier, PA,15658,no site,,,,no account,no actual page
Lawsonia (Links),"(Jeff Kleinke, Director of Golf) jeffkleinke@lawsonia.com",920.294.3320,"W2615 S Valley View Dr, Green Lake, WI",W2615 S Valley View Dr, Green Lake, WI,54941,http://www.lawsonia.com,,,,no account,https://www.facebook.com/golflawsonia
